conflict_id,class_pair,direction,content_identifier,content_index,content_label_index,content_class,style_identifier,style_index,style_label_index,style_class,style_strength,output_file,review_status,rejection_reason
shape_deer_texture_ship_011,deer__ship,deer_shape__ship_texture,test_00691,691,4,deer,test_00194,194,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_011.png,accepted,
shape_deer_texture_ship_012,deer__ship,deer_shape__ship_texture,test_05402,5402,4,deer,test_04662,4662,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_012.png,accepted,
shape_deer_texture_ship_013,deer__ship,deer_shape__ship_texture,test_05556,5556,4,deer,test_03948,3948,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_013.png,accepted,
shape_deer_texture_ship_014,deer__ship,deer_shape__ship_texture,test_05077,5077,4,deer,test_07460,7460,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_014.png,accepted,
shape_deer_texture_ship_015,deer__ship,deer_shape__ship_texture,test_04642,4642,4,deer,test_01129,1129,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_015.png,accepted,
shape_deer_texture_ship_016,deer__ship,deer_shape__ship_texture,test_04740,4740,4,deer,test_07446,7446,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_016.png,accepted,
shape_deer_texture_ship_017,deer__ship,deer_shape__ship_texture,test_01960,1960,4,deer,test_05705,5705,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_017.png,accepted,
shape_deer_texture_ship_018,deer__ship,deer_shape__ship_texture,test_03034,3034,4,deer,test_07818,7818,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_018.png,accepted,
shape_deer_texture_ship_019,deer__ship,deer_shape__ship_texture,test_03458,3458,4,deer,test_07999,7999,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_019.png,accepted,
shape_deer_texture_ship_020,deer__ship,deer_shape__ship_texture,test_02757,2757,4,deer,test_00151,151,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_020.png,accepted,
shape_deer_texture_ship_021,deer__ship,deer_shape__ship_texture,test_05062,5062,4,deer,test_07138,7138,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_021.png,accepted,
shape_deer_texture_ship_022,deer__ship,deer_shape__ship_texture,test_01124,1124,4,deer,test_00962,962,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_022.png,accepted,
shape_deer_texture_ship_023,deer__ship,deer_shape__ship_texture,test_07475,7475,4,deer,test_07476,7476,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_023.png,accepted,
shape_deer_texture_ship_024,deer__ship,deer_shape__ship_texture,test_07610,7610,4,deer,test_00667,667,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_024.png,accepted,
shape_deer_texture_ship_025,deer__ship,deer_shape__ship_texture,test_05467,5467,4,deer,test_03157,3157,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_025.png,rejected,shape is distorted
shape_deer_texture_ship_026,deer__ship,deer_shape__ship_texture,test_06097,6097,4,deer,test_04990,4990,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_026.png,accepted,
shape_deer_texture_ship_027,deer__ship,deer_shape__ship_texture,test_03994,3994,4,deer,test_05000,5000,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_027.png,accepted,
shape_deer_texture_ship_028,deer__ship,deer_shape__ship_texture,test_07692,7692,4,deer,test_02340,2340,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_028.png,rejected,shape is distorted
shape_deer_texture_ship_029,deer__ship,deer_shape__ship_texture,test_03512,3512,4,deer,test_07810,7810,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_029.png,accepted,
shape_ship_texture_deer_000,deer__ship,ship_shape__deer_texture,test_06434,6434,8,ship,test_04642,4642,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_000.png,accepted,
shape_ship_texture_deer_001,deer__ship,ship_shape__deer_texture,test_04242,4242,8,ship,test_05789,5789,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_001.png,accepted,
shape_ship_texture_deer_002,deer__ship,ship_shape__deer_texture,test_04170,4170,8,ship,test_00766,766,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_002.png,rejected,shape is distorted
shape_ship_texture_deer_003,deer__ship,ship_shape__deer_texture,test_00716,716,8,ship,test_06033,6033,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_003.png,accepted,
shape_ship_texture_deer_004,deer__ship,ship_shape__deer_texture,test_04355,4355,8,ship,test_00855,855,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_004.png,accepted,
shape_ship_texture_deer_005,deer__ship,ship_shape__deer_texture,test_00706,706,8,ship,test_07940,7940,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_005.png,accepted,
shape_ship_texture_deer_006,deer__ship,ship_shape__deer_texture,test_03015,3015,8,ship,test_04629,4629,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_006.png,accepted,
shape_ship_texture_deer_007,deer__ship,ship_shape__deer_texture,test_07138,7138,8,ship,test_02898,2898,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_007.png,accepted,
shape_ship_texture_deer_008,deer__ship,ship_shape__deer_texture,test_07810,7810,8,ship,test_05623,5623,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_008.png,accepted,
shape_ship_texture_deer_009,deer__ship,ship_shape__deer_texture,test_01783,1783,8,ship,test_00171,171,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_009.png,accepted,
shape_ship_texture_deer_010,deer__ship,ship_shape__deer_texture,test_00194,194,8,ship,test_03994,3994,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_010.png,accepted,
shape_ship_texture_deer_011,deer__ship,ship_shape__deer_texture,test_03948,3948,8,ship,test_07944,7944,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_011.png,accepted,
shape_ship_texture_deer_012,deer__ship,ship_shape__deer_texture,test_04552,4552,8,ship,test_04054,4054,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_012.png,rejected,shape is distorted
shape_ship_texture_deer_013,deer__ship,ship_shape__deer_texture,test_05000,5000,8,ship,test_06288,6288,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_013.png,accepted,
shape_ship_texture_deer_014,deer__ship,ship_shape__deer_texture,test_02109,2109,8,ship,test_07692,7692,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_014.png,accepted,
shape_ship_texture_deer_015,deer__ship,ship_shape__deer_texture,test_01247,1247,8,ship,test_03034,3034,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_015.png,rejected,shape is distorted
shape_ship_texture_deer_016,deer__ship,ship_shape__deer_texture,test_04069,4069,8,ship,test_04740,4740,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_016.png,accepted,
shape_ship_texture_deer_017,deer__ship,ship_shape__deer_texture,test_05694,5694,8,ship,test_06508,6508,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_017.png,accepted,
shape_ship_texture_deer_018,deer__ship,ship_shape__deer_texture,test_03412,3412,8,ship,test_01266,1266,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_018.png,accepted,
shape_ship_texture_deer_019,deer__ship,ship_shape__deer_texture,test_02745,2745,8,ship,test_03287,3287,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_019.png,accepted,
shape_ship_texture_deer_020,deer__ship,ship_shape__deer_texture,test_03157,3157,8,ship,test_07475,7475,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_020.png,accepted,
shape_ship_texture_deer_021,deer__ship,ship_shape__deer_texture,test_02230,2230,8,ship,test_07610,7610,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_021.png,accepted,
shape_ship_texture_deer_022,deer__ship,ship_shape__deer_texture,test_02191,2191,8,ship,test_01960,1960,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_022.png,rejected,shape is distorted
shape_ship_texture_deer_023,deer__ship,ship_shape__deer_texture,test_05525,5525,8,ship,test_00691,691,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_023.png,accepted,
shape_ship_texture_deer_024,deer__ship,ship_shape__deer_texture,test_07818,7818,8,ship,test_07864,7864,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_024.png,rejected,shape is distorted
shape_ship_texture_deer_025,deer__ship,ship_shape__deer_texture,test_06689,6689,8,ship,test_03763,3763,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_025.png,rejected,shape is distorted
shape_ship_texture_deer_026,deer__ship,ship_shape__deer_texture,test_07999,7999,8,ship,test_01211,1211,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_026.png,accepted,
shape_ship_texture_deer_027,deer__ship,ship_shape__deer_texture,test_02340,2340,8,ship,test_05062,5062,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_027.png,accepted,
shape_ship_texture_deer_028,deer__ship,ship_shape__deer_texture,test_04676,4676,8,ship,test_05135,5135,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_028.png,accepted,
shape_ship_texture_deer_029,deer__ship,ship_shape__deer_texture,test_01954,1954,8,ship,test_05556,5556,4,deer,0.8,Data/task1_cache/cue_conflicts/candidates/shape_ship_texture_deer_029.png,accepted,
shape_dog_texture_truck_000,dog__truck,dog_shape__truck_texture,test_00097,97,5,dog,test_02011,2011,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_000.png,accepted,
shape_dog_texture_truck_001,dog__truck,dog_shape__truck_texture,test_06989,6989,5,dog,test_00419,419,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_001.png,accepted,
shape_dog_texture_truck_002,dog__truck,dog_shape__truck_texture,test_06716,6716,5,dog,test_00603,603,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_002.png,rejected,shape is distorted
shape_dog_texture_truck_003,dog__truck,dog_shape__truck_texture,test_01626,1626,5,dog,test_02114,2114,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_003.png,accepted,
shape_dog_texture_truck_004,dog__truck,dog_shape__truck_texture,test_00319,319,5,dog,test_00239,239,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_004.png,accepted,
shape_dog_texture_truck_005,dog__truck,dog_shape__truck_texture,test_04290,4290,5,dog,test_07266,7266,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_005.png,rejected,shape is distorted
shape_dog_texture_truck_006,dog__truck,dog_shape__truck_texture,test_04966,4966,5,dog,test_03942,3942,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_006.png,accepted,
shape_dog_texture_truck_007,dog__truck,dog_shape__truck_texture,test_02268,2268,5,dog,test_05788,5788,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_007.png,accepted,
shape_dog_texture_truck_008,dog__truck,dog_shape__truck_texture,test_02427,2427,5,dog,test_02062,2062,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_008.png,accepted,
shape_dog_texture_truck_009,dog__truck,dog_shape__truck_texture,test_05496,5496,5,dog,test_01654,1654,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_009.png,accepted,
shape_dog_texture_truck_010,dog__truck,dog_shape__truck_texture,test_07474,7474,5,dog,test_04723,4723,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_010.png,accepted,
shape_dog_texture_truck_011,dog__truck,dog_shape__truck_texture,test_01877,1877,5,dog,test_02414,2414,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_011.png,accepted,
shape_dog_texture_truck_012,dog__truck,dog_shape__truck_texture,test_00685,685,5,dog,test_05360,5360,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_012.png,accepted,
shape_dog_texture_truck_013,dog__truck,dog_shape__truck_texture,test_02334,2334,5,dog,test_01515,1515,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_013.png,accepted,
shape_dog_texture_truck_014,dog__truck,dog_shape__truck_texture,test_01552,1552,5,dog,test_02167,2167,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_014.png,accepted,
shape_dog_texture_truck_015,dog__truck,dog_shape__truck_texture,test_03353,3353,5,dog,test_01430,1430,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_015.png,accepted,
shape_dog_texture_truck_016,dog__truck,dog_shape__truck_texture,test_03863,3863,5,dog,test_01411,1411,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_016.png,accepted,
shape_dog_texture_truck_017,dog__truck,dog_shape__truck_texture,test_02950,2950,5,dog,test_00852,852,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_017.png,accepted,
shape_dog_texture_truck_018,dog__truck,dog_shape__truck_texture,test_06414,6414,5,dog,test_07047,7047,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_018.png,rejected,shape is distorted
shape_dog_texture_truck_019,dog__truck,dog_shape__truck_texture,test_07413,7413,5,dog,test_03318,3318,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_019.png,accepted,
shape_dog_texture_truck_020,dog__truck,dog_shape__truck_texture,test_05701,5701,5,dog,test_01022,1022,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_020.png,accepted,
shape_dog_texture_truck_021,dog__truck,dog_shape__truck_texture,test_06922,6922,5,dog,test_05508,5508,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_021.png,accepted,
shape_dog_texture_truck_022,dog__truck,dog_shape__truck_texture,test_00378,378,5,dog,test_05981,5981,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_022.png,accepted,
shape_dog_texture_truck_023,dog__truck,dog_shape__truck_texture,test_04547,4547,5,dog,test_02655,2655,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_023.png,accepted,
shape_dog_texture_truck_024,dog__truck,dog_shape__truck_texture,test_01095,1095,5,dog,test_07380,7380,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_024.png,accepted,
shape_dog_texture_truck_025,dog__truck,dog_shape__truck_texture,test_00645,645,5,dog,test_05452,5452,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_025.png,accepted,
shape_dog_texture_truck_026,dog__truck,dog_shape__truck_texture,test_02391,2391,5,dog,test_05915,5915,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_026.png,rejected,shape is distorted
shape_dog_texture_truck_027,dog__truck,dog_shape__truck_texture,test_04106,4106,5,dog,test_00805,805,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_027.png,accepted,
shape_dog_texture_truck_028,dog__truck,dog_shape__truck_texture,test_02623,2623,5,dog,test_05572,5572,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_028.png,accepted,
shape_dog_texture_truck_029,dog__truck,dog_shape__truck_texture,test_05924,5924,5,dog,test_00303,303,9,truck,0.8,Data/task1_cache/cue_conflicts/candidates/shape_dog_texture_truck_029.png,accepted,
shape_truck_texture_dog_000,dog__truck,truck_shape__dog_texture,test_07938,7938,9,truck,test_06989,6989,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_000.png,accepted,
shape_truck_texture_dog_001,dog__truck,truck_shape__dog_texture,test_05447,5447,9,truck,test_04953,4953,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_001.png,accepted,
shape_truck_texture_dog_002,dog__truck,truck_shape__dog_texture,test_01836,1836,9,truck,test_00568,568,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_002.png,rejected,shape is distorted
shape_truck_texture_dog_003,dog__truck,truck_shape__dog_texture,test_00805,805,9,truck,test_06358,6358,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_003.png,rejected,shape is distorted
shape_truck_texture_dog_004,dog__truck,truck_shape__dog_texture,test_06931,6931,9,truck,test_02807,2807,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_004.png,accepted,
shape_truck_texture_dog_005,dog__truck,truck_shape__dog_texture,test_05590,5590,9,truck,test_04570,4570,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_005.png,rejected,shape is distorted
shape_truck_texture_dog_006,dog__truck,truck_shape__dog_texture,test_02351,2351,9,truck,test_07041,7041,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_006.png,accepted,
shape_truck_texture_dog_007,dog__truck,truck_shape__dog_texture,test_01515,1515,9,truck,test_00645,645,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_007.png,accepted,
shape_truck_texture_dog_008,dog__truck,truck_shape__dog_texture,test_05851,5851,9,truck,test_00097,97,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_008.png,accepted,
shape_truck_texture_dog_009,dog__truck,truck_shape__dog_texture,test_00131,131,9,truck,test_02391,2391,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_009.png,accepted,
shape_truck_texture_dog_010,dog__truck,truck_shape__dog_texture,test_07380,7380,9,truck,test_01644,1644,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_010.png,accepted,
shape_truck_texture_dog_011,dog__truck,truck_shape__dog_texture,test_01022,1022,9,truck,test_02265,2265,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_011.png,accepted,
shape_truck_texture_dog_012,dog__truck,truck_shape__dog_texture,test_00239,239,9,truck,test_00685,685,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_012.png,accepted,
shape_truck_texture_dog_013,dog__truck,truck_shape__dog_texture,test_07266,7266,9,truck,test_01626,1626,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_013.png,rejected,shape is distorted
shape_truck_texture_dog_014,dog__truck,truck_shape__dog_texture,test_00276,276,9,truck,test_03852,3852,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_014.png,rejected,shape is distorted
shape_truck_texture_dog_015,dog__truck,truck_shape__dog_texture,test_05452,5452,9,truck,test_07130,7130,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_015.png,accepted,
shape_truck_texture_dog_016,dog__truck,truck_shape__dog_texture,test_05981,5981,9,truck,test_01877,1877,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_016.png,rejected,shape is distorted
shape_truck_texture_dog_017,dog__truck,truck_shape__dog_texture,test_01430,1430,9,truck,test_05496,5496,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_017.png,accepted,
shape_truck_texture_dog_018,dog__truck,truck_shape__dog_texture,test_02414,2414,9,truck,test_03863,3863,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_018.png,accepted,
shape_truck_texture_dog_019,dog__truck,truck_shape__dog_texture,test_03942,3942,9,truck,test_05332,5332,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_019.png,accepted,
shape_truck_texture_dog_020,dog__truck,truck_shape__dog_texture,test_07544,7544,9,truck,test_07413,7413,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_020.png,rejected,shape is distorted
shape_truck_texture_dog_021,dog__truck,truck_shape__dog_texture,test_04449,4449,9,truck,test_00319,319,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_021.png,accepted,
shape_truck_texture_dog_022,dog__truck,truck_shape__dog_texture,test_00303,303,9,truck,test_04966,4966,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_022.png,accepted,
shape_truck_texture_dog_023,dog__truck,truck_shape__dog_texture,test_05508,5508,9,truck,test_05381,5381,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_023.png,accepted,
shape_truck_texture_dog_024,dog__truck,truck_shape__dog_texture,test_03893,3893,9,truck,test_05101,5101,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_024.png,accepted,
shape_truck_texture_dog_025,dog__truck,truck_shape__dog_texture,test_01411,1411,9,truck,test_02458,2458,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_025.png,accepted,
shape_truck_texture_dog_026,dog__truck,truck_shape__dog_texture,test_05360,5360,9,truck,test_02950,2950,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_026.png,accepted,
shape_truck_texture_dog_027,dog__truck,truck_shape__dog_texture,test_01468,1468,9,truck,test_04547,4547,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_027.png,accepted,
shape_truck_texture_dog_028,dog__truck,truck_shape__dog_texture,test_02655,2655,9,truck,test_07706,7706,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_028.png,accepted,
shape_truck_texture_dog_029,dog__truck,truck_shape__dog_texture,test_05915,5915,9,truck,test_06414,6414,5,dog,0.8,Data/task1_cache/cue_conflicts/candidates/shape_truck_texture_dog_029.png,accepted,
shape_horse_texture_monkey_000,horse__monkey,horse_shape__monkey_texture,test_07726,7726,6,horse,test_00029,29,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_000.png,accepted,
shape_horse_texture_monkey_001,horse__monkey,horse_shape__monkey_texture,test_03494,3494,6,horse,test_05719,5719,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_001.png,accepted,
shape_horse_texture_monkey_002,horse__monkey,horse_shape__monkey_texture,test_03292,3292,6,horse,test_06726,6726,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_002.png,accepted,
shape_horse_texture_monkey_003,horse__monkey,horse_shape__monkey_texture,test_02610,2610,6,horse,test_03542,3542,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_003.png,accepted,
shape_horse_texture_monkey_004,horse__monkey,horse_shape__monkey_texture,test_07555,7555,6,horse,test_04236,4236,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_004.png,rejected,shape is distorted
shape_horse_texture_monkey_005,horse__monkey,horse_shape__monkey_texture,test_07338,7338,6,horse,test_01771,1771,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_005.png,accepted,
shape_horse_texture_monkey_006,horse__monkey,horse_shape__monkey_texture,test_02003,2003,6,horse,test_06190,6190,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_006.png,accepted,
shape_horse_texture_monkey_007,horse__monkey,horse_shape__monkey_texture,test_04731,4731,6,horse,test_07081,7081,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_007.png,accepted,
shape_horse_texture_monkey_008,horse__monkey,horse_shape__monkey_texture,test_00929,929,6,horse,test_03153,3153,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_008.png,accepted,
shape_horse_texture_monkey_009,horse__monkey,horse_shape__monkey_texture,test_05408,5408,6,horse,test_04403,4403,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_009.png,accepted,
shape_horse_texture_monkey_010,horse__monkey,horse_shape__monkey_texture,test_03844,3844,6,horse,test_03467,3467,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_010.png,accepted,
shape_horse_texture_monkey_011,horse__monkey,horse_shape__monkey_texture,test_07781,7781,6,horse,test_03404,3404,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_011.png,accepted,
shape_horse_texture_monkey_012,horse__monkey,horse_shape__monkey_texture,test_07779,7779,6,horse,test_04661,4661,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_012.png,rejected,shape is distorted
shape_horse_texture_monkey_013,horse__monkey,horse_shape__monkey_texture,test_07600,7600,6,horse,test_02854,2854,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_013.png,accepted,
shape_horse_texture_monkey_014,horse__monkey,horse_shape__monkey_texture,test_05580,5580,6,horse,test_01884,1884,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_014.png,accepted,
shape_horse_texture_monkey_015,horse__monkey,horse_shape__monkey_texture,test_04411,4411,6,horse,test_05848,5848,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_015.png,accepted,
shape_horse_texture_monkey_016,horse__monkey,horse_shape__monkey_texture,test_04620,4620,6,horse,test_00370,370,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_016.png,accepted,
shape_horse_texture_monkey_017,horse__monkey,horse_shape__monkey_texture,test_04254,4254,6,horse,test_04308,4308,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_017.png,accepted,
shape_horse_texture_monkey_018,horse__monkey,horse_shape__monkey_texture,test_04093,4093,6,horse,test_05977,5977,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_018.png,accepted,
shape_horse_texture_monkey_019,horse__monkey,horse_shape__monkey_texture,test_02958,2958,6,horse,test_04791,4791,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_019.png,accepted,
shape_horse_texture_monkey_020,horse__monkey,horse_shape__monkey_texture,test_04011,4011,6,horse,test_02501,2501,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_020.png,accepted,
shape_horse_texture_monkey_021,horse__monkey,horse_shape__monkey_texture,test_03779,3779,6,horse,test_06084,6084,7,monkey,0.8,Data/task1_cache/cue_conflicts/candidates/shape_horse_texture_monkey_021.png,accepted,
